	domain	phylum	class	order	family	genus
OTU_7976	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_7977	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
OTU_7978	Bacteria	"Proteobacteria"	Betaproteobacteria	Neisseriales	Neisseriaceae	Morococcus
OTU_7979	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus
OTU_7980	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7981	Bacteria	"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"
OTU_7982	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula
OTU_7983	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU_7984	Bacteria	Microgenomates	unclassified_Microgenomates	unclassified_Microgenomates	unclassified_Microgenomates	Microgenomates_genera_incertae_sedis
OTU_7985	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7986	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_7987	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_7988	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
OTU_7989	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
OTU_7990	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_7991	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7992	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7993	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7994	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_7995	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7996	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7997	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7998	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_7999	Bacteria	"Planctomycetes"	unclassified_"Planctomycetes"	unclassified_"Planctomycetes"	unclassified_"Planctomycetes"	unclassified_"Planctomycetes"
OTU_8000	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8001	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8002	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8003	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8004	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8005	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8006	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8007	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8008	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8009	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8010	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8011	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8012	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8013	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8014	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8015	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8016	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_8017	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR16
OTU_8018	Bacteria	"Chlamydiae"	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania
OTU_8019	Bacteria	"Bacteroidetes"	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
OTU_8020	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8021	Bacteria	"Acidobacteria"	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	Blastocatella
OTU_8022	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_8023	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8024	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_8025	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus
OTU_8026	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8027	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8028	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
OTU_8029	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_8030	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8031	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8032	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8033	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Serpens
OTU_8034	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_8035	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
OTU_8036	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8037	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8038	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8039	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8040	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8041	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8042	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
OTU_8043	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_8044	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
OTU_8045	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8046	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8047	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8048	Bacteria	"Spirochaetes"	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
OTU_8049	Bacteria	"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"
OTU_8050	Bacteria	"Proteobacteria"	Alphaproteobacteria	Rhizobiales	unclassified_Rhizobiales	unclassified_Rhizobiales
OTU_8051	Bacteria	"Chlamydiae"	Chlamydiia	Chlamydiales	unclassified_Chlamydiales	unclassified_Chlamydiales
OTU_8052	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_8053	Bacteria	"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"
OTU_8054	Bacteria	"Bacteroidetes"	Sphingobacteriia	"Sphingobacteriales"	Sphingobacteriaceae	Sphingobacterium
OTU_8055	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
OTU_8056	Bacteria	"Proteobacteria"	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio
OTU_8057	Bacteria	"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"	unclassified_"Proteobacteria"
OTU_8058	Bacteria	"Proteobacteria"	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
OTU_8059	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
OTU_8060	Bacteria	"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"
OTU_8061	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8062	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_8063	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8064	Bacteria	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	Alistipes
OTU_8065	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8066	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
OTU_8067	Bacteria	"Proteobacteria"	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella
OTU_8068	Bacteria	"Proteobacteria"	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
OTU_8069	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
OTU_8070	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8071	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	unclassified_Planctomycetaceae
OTU_8072	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8073	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_8074	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_8075	Bacteria	"Proteobacteria"	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
OTU_8076	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8077	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8078	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8079	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_8080	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	unclassified_Burkholderiales_incertae_sedis
OTU_8081	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8082	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
OTU_8083	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8084	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
OTU_8085	Bacteria	"Chlamydiae"	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_8086	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8087	Bacteria	"Proteobacteria"	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Constrictibacter
OTU_8088	Bacteria	"Actinobacteria"	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
OTU_8089	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8090	Bacteria	"Proteobacteria"	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria
OTU_8091	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_8092	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_8093	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter
OTU_8094	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8095	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8096	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified_Lactobacillales	unclassified_Lactobacillales
OTU_8097	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter
OTU_8098	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_8099	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8100	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8101	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
OTU_8102	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8103	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8104	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8105	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8106	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8107	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
OTU_8108	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_8109	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8110	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8111	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
OTU_8112	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8113	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_8114	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8115	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8116	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8117	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8118	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8119	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8120	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Serpens
OTU_8121	Bacteria	"Bacteroidetes"	Flavobacteriia	"Flavobacteriales"	Flavobacteriaceae	unclassified_Flavobacteriaceae
OTU_8122	Bacteria	"Proteobacteria"	Alphaproteobacteria	Rhizobiales	unclassified_Rhizobiales	unclassified_Rhizobiales
OTU_8123	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8124	Bacteria	"Bacteroidetes"	Sphingobacteriia	"Sphingobacteriales"	Chitinophagaceae	unclassified_Chitinophagaceae
OTU_8125	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
OTU_8126	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8127	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8128	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8129	Bacteria	"Proteobacteria"	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
OTU_8130	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8131	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8132	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8133	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8134	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8135	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8136	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8137	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_8138	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
OTU_8139	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8140	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8141	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8142	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8143	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8144	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8145	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8146	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8147	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_8148	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_8149	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_8150	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	unclassified_Planctomycetaceae
OTU_8151	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
